message,label,length,autotag
readathon cheer anoth great far back grade paper,1,94,1
got urg get new watch guess ima get one,1,54,1
,1,41,1
mason good game hung dri rest jacket,1,86,1
gratiaeutdeu boat made lifetim got away long pound goal back go back,1,131,0
pack comput wont till tomorrow,1,50,1
miss awesom sexxxi believ gone month,1,80,1
car way frank pizza miss babyboo,1,57,0
asot damn wish video stream work,1,50,0
need help want make bff dream come true,1,51,1
petewentz wish dude come austin tx tour heart littl heart,1,92,1
go bed work morn start get concern talk friend use,1,138,0
corkyloowho havent seen,1,30,1
minastefan ahh hate power goe,0,49,0
head full guy know noth go,1,76,1
wish would win lotteri,1,32,1
stupid umd pii prerequisit mess summer,1,56,1
trevieno awww sorri that stay singl,1,54,1
damn fever get mee ps watch cruz azul lose puebla hahha,0,78,0
cwrob tag page splog day look tag mumbai site splog use,1,135,1
im gon na go,1,45,1
groovytgoddess mani idiot world sure,1,73,1
mdsteelerg back unfollow,1,45,1
robstrictli ohhhh gone want say goodby,1,63,1
recov dinner much larg,1,49,1
joepolit wish could go,1,37,0
susancarlow oh poor kitti hope old enough good life far hard pet get sick,1,123,0
awh saw tape radio charleen sing ever happen friendship,1,107,1
bradau chillin man like eminem new song,1,54,1
tire feel good,1,32,1
remi foster one pictur,1,34,1
h realli know start tri clean,1,126,1
remi foster realli,1,21,1
ladygaga wish come ohio,1,36,1
lindsay extra bed frame perhap mine broke,1,65,0
quick scribbl pleas stalker lt start learn illustr,1,81,1
okay come post build event work last week,1,81,1
feel bad babi kid cough head littl boy high fever mom worri,0,125,0
giant lost express train back mountain view believ nacho game good good,1,135,1
arseblog couldnt agre upset gibb theo real posit even that look hard silver line,1,134,1
last game thaw way home go grab hot shower get jammi mention get sick,1,135,1
need exercis need lose weight difficult fatti waaagh,1,92,1
librari pretend write paper social network,1,68,1
rain pour tryin get rock,1,62,1
stop ulduar progress boss guess igni need tank gear one show,1,137,1
insomniac dot insist go bed dare start fun dinosaur,1,102,0
made,1,49,1
roxiidiva oh realli sorri hear go northmont show tonight,1,107,1
pauldal fair,1,28,1
dumblondepk ask santa bring cuti,0,104,0
omg go yanke,1,43,0
gon na horribl sunday think hate think,0,58,0
liamh uni better,1,31,1
madamrosmerta sorri ship cheap canadian med afraid get stop cross border,0,118,0
art,1,10,1
cold bedroom,1,30,1
ebonyvixen yeah hope pull cancer hard get past,1,73,1
pushplaycj friend like meter away see gosh stupid plu want autograph,1,126,1
internet tech man get fix could quit coupl day,0,129,0
cursedjezzi dog ate cat,1,32,1
dang temperatur,1,50,1
ninadutchess ps miss bongzworth alreadi,1,43,1
come everi time eat someth stomach hurt afterward realli start hate food,0,98,0
iphon restor go take long truli go go without phone tonight terrifi prospect,1,121,0
natasja cupcak mean someth accident kick,1,98,1
gailport shit sorri hear,1,35,1
cant find mtv crib bird man flossin shit also one cashmoney manssion,0,113,1
morro bay last banquet activ brother,1,52,1
mwahmwah teh oh aw hate trust someon hurt much grr,0,93,0
captzoden look iphon keyboard,1,70,1
yike tomorrow race start around sure abl wake earli,1,93,1
life suck much hahahah time chang,1,58,0
grill enjoy warm wheather,1,115,1
nerdybirdi oh ho ho kind nerd would like still work btw,1,102,1
sharj omg anoth ted ye peopl,1,74,0
urbankidd dog chihuahua,1,33,1
csantopietro medic student weekend studi,1,62,1
ah head everythin bright,1,36,1
got bore slept littl sad,1,46,1
joepolit awww wan na come realli move,1,67,1
nathanfillion bad im canada hbave ns,1,61,1
tedlici phone year old crap got ta pay text hold call sec con,1,138,1
stupid food,1,12,1
omg got ta leav day parti sad miss mav spur mayb pretend like someth leav earli,1,132,0
rachel zoe project episod onlin disappear hmm banana,1,84,1
tweetstat gateway time need help,1,49,1
iamthecommodor make regret live state,1,66,1
wish could gone phoenix weekend pure fashion meet fellow twitter friend guess meant,1,135,0
got excit coz britneyspear follow realiz follow lot peopl want ticket concert though,1,137,1
getgari sooooo far truth know aldrichjc cours jealou includ,1,123,1
sit outsid fellini buckhead think rain,1,66,1
shirt toss none us,1,27,1
jenjm oh sweeti hope get better soon hug,1,62,1
u flown awhil st flight today whirlw plow guy bipe man feel bad,1,113,1
nice starbuck man ruin chai good streak,1,88,1
devin feel depress today like feel one bit,1,74,1
harleyrid rain,1,75,1
becam annoy girl talk cell phone check oop,1,94,1
look forward wax,1,37,1
omg someon help stop sneeeez person say bless yu gon na screeeeam,1,99,0
dannywood dannytown outsid,1,41,1
feel like cri,1,22,1
schofe hello watch everyday sorri hear fearn leav,0,70,0
dannywood wish outsid hi jordan jon great show love,1,86,1
chrisrul aww date goin ok want red lobster biscuit tho color wear,1,119,1
long night ahead ill check time time till grind hard safe,0,137,0
use round foot rest step stool smartest,0,72,0
icon tri daili think see good amaz much better life becom hard time,1,138,1
everyon shoreditch look like grimmi make,1,57,1
found bobblehead fallout need achiev,1,66,1
invit buy design parti someon sold ticket someon els,1,92,1
jonna ok annoy cuz sit hold hand wish someon wuld hold hand,1,115,0
home stretch mosquito join quot help quot bat around eat bad,1,127,1
dannywood look forward summer tour got ta go concord caus come sactown,1,137,1
mikasound im gon na miss lt,1,36,1
drive convert great freckl came bit oh rose bloom backyard,1,138,1
dannywood girl outsid man mr wood break heart,1,75,1
get readi leav studio probabl watch movi someth car tonight,1,87,0
dont like orajel cant feel tongue,1,77,1
feel sorri procrastin homework boy mad feel love,1,92,1
lizwoolli louisebrig alansheppard thank hope hit sleep soon tooth dilemma go,1,106,1
bonni oh abl read yet lotsa email dm today kinda shock open bo,1,138,0
withfoam stay norman tonight,1,40,1
last day melbourn,1,23,1
sulk yanke loss indian,1,50,1
im done bt im noy sure bt im sure im feelin sleeepi alah eeen bnaaaaaaaaaaaaaam,1,87,1
mrw nder even reason come want coffe,1,95,0
twandaforc sink ban use keyboard eat,1,79,1
jeskaeatsbrain idk she sooo mean make cri time,1,87,1
mmparte bummer packag,1,47,1
know lay night go fun realli need stay detox god sound bore,1,138,1
need anoth drink orang juic gone,1,55,1
lostfan last time circu eyebal got burnt,0,71,0
sabrinabryan sorri pray famili,1,55,1
suai horribl what good tho homi thank comin night definit perform next event,1,138,1
cerealck want someeeeeeee,1,35,1
heywa hi unabl send pm unless messag first coudnt even say gmorn today im sorri,1,118,1
hope get better hour guze go disneyland hahh love,1,89,0
doesnt want go back home,1,28,1
petewentz fob come glasgow scotland year listen gig phone wb,1,136,1
tyres real mine aint either still young hang mean even talk,1,111,1
wait see bill,1,38,1
sunburnt track,0,23,0
omg hair like damag perm bleach dy textur bleach semi perm dye hair stick straight,1,135,0
let know watch fight sarahbeb,1,64,1
dannywood damn wish could,1,40,0
wake oversleep wan na deal today realli bum rollercoast life catch time,1,138,1
p day arm shoulder,1,66,0
cheek swollen wisdom teeth grow catch cheek pain,0,97,0
danwarp,1,38,1
alyssa milano that figur stori romant sad end lol,1,95,1
daracaitlin shoot law school banquet,0,53,0
winedog sad,1,23,1
wish twitterberri like everyon els,1,46,1
guess give twitter thing shot though someon took alia,1,75,1
anoth fyi blackberri decid make difficult quot quot key work spell bad enough make,1,148,1
strawberrynos bugger thought local prove suspiscion correct instal yuck take min still,1,137,1
myrandaka oh sssssssssew busi last night phone broke aint throwin nuthin love atcha babe,1,121,1
bore miss boo,1,19,1
davefmv hate footbal peopl much hate femal singer,0,65,0
want eat bagel cream chees without go bathroom,1,83,1
turn rice crispi squar rice crispi mush,1,52,1
joyeasterl love site make tamplet get thing,1,93,0
texa bell still follow guess matter sinc,1,93,1
mr tipton man ak wow seriou short season huh know mid may prolli la,1,112,0
itchi toe swollen today,1,35,1
dannywood isnt realli danni would never talk like stop act like ur danni,1,96,1
itplatform littl late bad,1,42,1
ahhhh desktop take forev turn hous cam oooffff,1,83,0
joepolit aawww come didnt get ticket want,1,80,1
oh everyon offlin haha gon na tri sleep goodnight everyon goodmorn alredi wake xd,1,122,1
start work,1,23,1
gypsyroadhog tinkerbeela said thank tell x,1,73,1
sofak dumb figur make pictur small enough post,1,90,1
cardin,1,24,1
kitti fan room,1,37,1
yawn bore,1,13,1
insearchofnkotb oh guy though everyon sick,0,101,0
im state late humanli possibl sinc last time week,1,84,1
cool movi theatr sarasota last night beach,1,63,1
onegirlcr hope littl one feel better soon,1,58,1
meesh hahaha omg im gon na barf two issuesssssssss ps im sad sorri im come tonight im take temp speak,1,138,0
go week,1,39,1
amandabyn tomorrow last day spring break im huge fan ireland way awesom actress singer,1,136,0
memoirofagaysha need help lost twiiter cyber space,0,64,0
im stay late humanli possibl sinc last time week,1,84,1
wish kate nea fuck eye red look high,1,76,1
listen oldi radio show go dozen box saturday night,1,108,0
oh fuck god stomach growl,1,41,1
madeingermanyy luck,1,31,1
someon mow threw,1,44,1
ceci hope sleep well tonight otherwis immun system get weaker,1,89,1
josh hunt noth,1,33,1
wish cm midland,1,26,1
well guess im old get birthday wish,1,57,1
feed ava new food ava like pear,1,48,1
goldymom unfortun work realli want need fun hope,1,115,1
omg disney world soooooooo fun mani stori miss tweet,1,109,0
grace copping hear call ashah,1,55,1
even straight forward thing take time longer expect,1,124,1
want ranch pizza,1,27,1
nobodi call,1,80,1
shantielforr cours,1,53,1
brieannnn drop,1,32,1
rayneydai say hi say need get lol,1,73,1
hurt poor thumb,1,20,1
stupid blackberri memori crap,1,35,1
rel manhattan cool,1,56,1
nckrzz nom great want tasti pizza onboard plane tasti anyth serv,0,104,0
rain,1,18,1
beach hockey shoot postpon nice day anyway,0,50,0
make realli sad see mom cri,1,42,1
saturday night watch bruin vs hockey night canada,1,103,0
emiliasc feel stupid would never said known thank tell,1,102,1
yeahhh weekend spend time studi anderson librari,1,74,1
,1,50,1
skdickey bum ride bike new wheel show tuesday,1,85,1
ane hi day go chocol naughti agre chocol great diet right,1,136,1
wish someon,1,64,1
shortyonelov bring hungri chef boyarde spoon e thing,1,104,1
warriorwoman lol thank natur kind turn wave reach stacey indi,0,128,0
broke present go give daughter bday,1,70,0
smithographi ahh think tonit,1,45,1
friend colorado move back colorado come tennesse live,1,112,1
marcushazzard ugh homework ive got,1,100,0
miss grey garden hbo,1,50,0
still work hard offic go expect well take much longer thought,1,101,1
nupe awww wrong,1,35,1
jezmynn svelt introduc nj librarian cheesecak factori swim case mistaken twitter fail whale,0,137,0
shushhh,1,82,1
want puppi ps got sunburnt arm,0,51,0
beauti weather kyoto today unfortun devot work sigh,1,90,1
ok brother got mac book much prettier mine lol,1,76,1
must least half bright,1,85,1
poohbearsha damn wish could eat money daddi,1,69,0
idea comment,1,43,1
mikasound outsid mayb hour half degre weather got sun burn suck,0,134,0
bird serious hit bird,1,34,1
itayhod,1,9,1
spent entir day phiroz lt catch homework studyinggg,1,83,1
delet wordpress confus switch stupid cutenew,1,61,1
sad rain,1,24,1
mad home dub car show,1,85,1
mike actual game unbeaten streak think keep,1,85,1
got order kentucki today,1,35,1
deandrea ooohhh feel pain hate theyr slow speed lane,0,81,0
tkfourtwo ah work suck,1,34,1
joey team lost today good game though pitch mph middl everi time,1,113,1
cathrynmari lost bag,1,30,1
miss new york,1,17,1
watch heart famili maryland sad,1,67,1
miss spring game rain realli want kid see,1,75,0
omfg hate texa ridicul,0,40,0
feel good home fam,1,39,1
want babe work got ta make paper us tho,1,79,1
ah lone go formal angi come hous watch movi eat popcorn,1,104,1
babyshowerington mom duki hungov sick,0,60,0
jennifermf aw got excit tweet write hehe yeah miss full servic ga station,0,115,1
slept badli last,1,31,1
bought purpl shirt plaid short go aeropostal today tri buy alison rule book find walden,1,138,1
doesnt want go back uni moro think thing quit lot easter,1,77,1
night believ go back school monday past two week flown,1,101,1
mad agre work tomorrow prob love sunday,1,94,1
sad miss dad safe journey dad misssss load,0,75,0
scorpioladi lose faith,1,45,1
bordelin,1,86,1
new minor glitch like site eat kitten,1,133,1
bandit game fight yet aproachinnorm,1,50,1
pandadementia aww seem get wors stupid doctor wont anyth till see specialist month away,1,131,1
jmk brandon want toooooo,1,38,1
tumblr wont let sign,1,27,1
semi seriou blog type onlin statu moment old,1,130,0
peopl world notic peopl want sleep sunday morn want sleep,1,124,0
realli depress day want help chear xx xx,1,66,1
today definit product would like,1,61,1
kckaseyjam gotten opportun record band anyon write background music,0,126,0
broke fuck nail,1,28,1
life guard final tomorrow dont think im gon na pass,1,58,1
histor sick moment serious epic,0,61,0
mauibabi drive cuz babi block car,1,72,0
shokudo girl miss jen happi birthday lynn,1,58,1
errr mean,1,73,1
read island red earth elizabeth rlli lk ive read skool way school start,1,138,0
read island red earth elizabeth rlli lk ive read skool way school start,1,138,0
sore neck sew liter day whing,1,61,1
joepolit sad go desper want man luv fla wish closer boston dammit,1,125,1
appar bat appar chri need,1,61,1
ykitatequila ok busi clean,1,41,1
algebra homework saturday whatta great fuck day someon entertain pleas,1,89,0
suck older one around weekend grrrrr,1,97,1
time make end meet somebodi move end,1,66,1
wish go see tomorrow tonight,1,53,1
jim brown still earli season card loss cub alway,1,93,1
clex monki suck hug,1,33,1
want watch movi friend tonight theyr watch movi im scare im soft,1,102,1
joeymcintyr jealou cant hear,1,52,1
dannywood lot peep afford cruis amp happen one,1,108,1
dolang ball,1,23,1
ms kaydin mean african come american get marri live happili ever green card isnt true,1,124,1
exhaust,1,10,1
dthegodaw rememb horribl memori plain horribl even know say complet fault,1,137,0
